# time	x_num	v_num	x_ana	v_ana
7.0384615385	12.3922862600	-0.0213206735	12.3921594556	-0.0202194128
7.0576923077	12.3918937852	-0.0205030443	12.3917785025	-0.0193992310
7.0769230769	12.3915170499	-0.0196826944	12.3914133495	-0.0185762169
7.0961538462	12.3911561087	-0.0188597291	12.3910640500	-0.0177504907
7.1153846154	12.3908110144	-0.0180342536	12.3907306550	-0.0169221729
7.1346153846	12.3904818176	-0.0172063731	12.3904132131	-0.0160913846
7.1538461538	12.3901685665	-0.0163761931	12.3901117706	-0.0152582469
7.1730769231	12.3898713075	-0.0155438194	12.3898263717	-0.0144228815
7.1923076923	12.3895900847	-0.0147093583	12.3895570579	-0.0135854105
7.2115384615	12.3893249401	-0.0138729166	12.3893038686	-0.0127459560
7.2307692308	12.3890759133	-0.0130346017	12.3890668408	-0.0119046406
7.2500000000	12.3888430419	-0.0121945220	12.3888460090	-0.0110615871
7.2692307692	12.3886263610	-0.0113527866	12.3886414055	-0.0102169187
7.2884615385	12.3884259036	-0.0105095058	12.3884530601	-0.0093707586
7.3076923077	12.3882417004	-0.0096647906	12.3882810004	-0.0085232304
7.3269230769	12.3880737794	-0.0088187534	12.3881252515	-0.0076744578
