# time	x_num	v_num	x_ana	v_ana
6.1346153846	12.4280200218	-0.0548188348	12.4263957448	-0.0534903975
6.1538461538	12.4269818862	-0.0542723076	12.4253724814	-0.0529277026
6.1730769231	12.4259544170	-0.0537171765	12.4243601135	-0.0523572803
6.1923076923	12.4249377713	-0.0531535323	12.4233587888	-0.0517792140
6.2115384615	12.4239321038	-0.0525814706	12.4223686537	-0.0511935880
6.2307692308	12.4229375679	-0.0520010918	12.4213898526	-0.0506004878
6.2500000000	12.4219543146	-0.0514125006	12.4204225285	-0.0500000000
6.2692307692	12.4209824933	-0.0508158062	12.4194668225	-0.0493922123
6.2884615385	12.4200222511	-0.0502111215	12.4185228742	-0.0487772134
6.3076923077	12.4190737333	-0.0495985636	12.4175908215	-0.0481550932
6.3269230769	12.4181370830	-0.0489782528	12.4166708003	-0.0475259424
6.3461538462	12.4172124410	-0.0483503128	12.4157629451	-0.0468898528
6.3653846154	12.4162999464	-0.0477148700	12.4148673883	-0.0462469175
6.3846153846	12.4153997356	-0.0470720539	12.4139842608	-0.0455972301
6.4038461538	12.4145119432	-0.0464219960	12.4131136914	-0.0449408857
6.4230769231	12.4136367012	-0.0457648300	12.4122558072	-0.0442779799
6.4423076923	12.4127741398	-0.0451006912	12.4114107336	-0.0436086097
6.4615384615	12.4119243865	-0.0444297165	12.4105785938	-0.0429328727
6.4807692308	12.4110875668	-0.0437520439	12.4097595094	-0.0422508675
6.5000000000	12.4102638039	-0.0430678121	12.4089536000	-0.0415626938
6.5192307692	12.4094532186	-0.0423771606	12.4081609832	-0.0408684520
6.5384615385	12.4086559295	-0.0416802289	12.4073817747	-0.0401682435
6.5576923077	12.4078720530	-0.0409771567	12.4066160883	-0.0394621704
6.5769230769	12.4071017030	-0.0402680833	12.4058640358	-0.0387503360
6.5961538462	12.4063449914	-0.0395531477	12.4051257271	-0.0380328441
6.6153846154	12.4056020277	-0.0388324880	12.4044012697	-0.0373097995
6.6346153846	12.4048729191	-0.0381062416	12.4036907697	-0.0365813077
6.6538461538	12.4041577707	-0.0373745445	12.4029943306	-0.0358474750
6.6730769231	12.4034566853	-0.0366375318	12.4023120542	-0.0351084088
6.6923076923	12.4027697634	-0.0358953370	12.4016440401	-0.0343642167
6.7115384615	12.4020971036	-0.0351480921	12.4009903857	-0.0336150075
6.7307692308	12.4014388021	-0.0343959275	12.4003511866	-0.0328608906
6.7500000000	12.4007949529	-0.0336389720	12.3997265361	-0.0321019761
6.7692307692	12.4001656481	-0.0328773524	12.3991165253	-0.0313383747
6.7884615385	12.3995509774	-0.0321111939	12.3985212433	-0.0305701980
6.8076923077	12.3989510286	-0.0313406200	12.3979407770	-0.0297975581
6.8269230769	12.3983658873	-0.0305657522	12.3973752112	-0.0290205678
6.8461538462	12.3977956371	-0.0297867102	12.3968246285	-0.0282393405
6.8653846154	12.3972403595	-0.0290036123	12.3962891092	-0.0274539904
6.8846153846	12.3967001339	-0.0282165747	12.3957687315	-0.0266646320
6.9038461538	12.3961750378	-0.0274257124	12.3952635714	-0.0258713806
6.9230769231	12.3956651466	-0.0266311387	12.3947737026	-0.0250743520
6.9423076923	12.3951705335	-0.0258329656	12.3942991967	-0.0242736627
6.9615384615	12.3946912700	-0.0250313038	12.3938401229	-0.0234694294
6.9807692308	12.3942274253	-0.0242262628	12.3933965483	-0.0226617696
7.0000000000	12.3937790667	-0.0234179513	12.3929685376	-0.0218508012
7.0192307692	12.3933462595	-0.0226064770	12.3925561533	-0.0210366427
7.0384615385	12.3929290669	-0.0217919468	12.3921594556	-0.0202194128
7.0576923077	12.3925275502	-0.0209744674	12.3917785025	-0.0193992310
7.0769230769	12.3921417684	-0.0201541447	12.3914133495	-0.0185762169
7.0961538462	12.3917717787	-0.0193310846	12.3910640500	-0.0177504907
7.1153846154	12.3914176361	-0.0185053930	12.3907306550	-0.0169221729
7.1346153846	12.3910793935	-0.0176771756	12.3904132131	-0.0160913846
7.1538461538	12.3907571018	-0.0168465385	12.3901117706	-0.0152582469
7.1730769231	12.3904508095	-0.0160135881	12.3898263717	-0.0144228815
7.1923076923	12.3901605634	-0.0151784313	12.3895570579	-0.0135854105
7.2115384615	12.3898864076	-0.0143411756	12.3893038686	-0.0127459560
7.2307692308	12.3896283843	-0.0135019294	12.3890668408	-0.0119046406
7.2500000000	12.3893865335	-0.0126608016	12.3888460090	-0.0110615871
7.2692307692	12.3891608928	-0.0118179022	12.3886414055	-0.0102169187
7.2884615385	12.3889514975	-0.0109733423	12.3884530601	-0.0093707586
7.3076923077	12.3887583808	-0.0101272340	12.3882810004	-0.0085232304
7.3269230769	12.3885815731	-0.0092796904	12.3881252515	-0.0076744578
7.3461538462	12.3884211030	-0.0084308259	12.3879858362	-0.0068245648
