# step	 time	 x_p_n	 v_p_n	 N0	 N1	 mass_n0	 mass_n1	 mv_n0	 mv_n1	 f_total0	 f_total1	 mv_n0_after	 mv_n1_after	 a_grid	 v_pic	 x_p_np1	 v_p_np1
98	0.9800000000	0.4991935959	0.0811590736	0.5008064041	0.4991935959	0.5008064041	0.4991935959	0.0000000000	0.0405140898	-0.0629275607	0.0629275607	0.0000000000	0.0411433654	0.0000000000	0.0411433654	0.4996050295	0.0817883492
99	0.9900000000	0.4996050295	0.0817883492	0.5003949705	0.4996050295	0.5003949705	0.4996050295	0.0000000000	0.0408618706	-0.0303895840	0.0303895840	0.0000000000	0.0411657664	0.0000000000	0.0411657664	0.5000166872	0.0820922450
100	1.0000000000	0.5000166872	0.0820922450	0.4999833128	0.5000166872	0.4999833128	0.5000166872	0.0000000000	0.0410474924	0.0021392983	-0.0021392983	0.0000000000	0.0410260994	0.0000000000	0.0410260994	0.5004269482	0.0820708520
101	1.0100000000	0.5004269482	0.0820708520	0.4995730518	0.5004269482	0.4995730518	0.5004269482	0.0000000000	0.0410704660	0.0345311269	-0.0345311269	0.0000000000	0.0407251547	0.0000000000	0.0407251547	0.5008341998	0.0817255408
102	1.0200000000	0.5008341998	0.0817255408	0.4991658002	0.5008341998	0.4991658002	0.5008341998	0.0000000000	0.0409309458	0.0666589864	-0.0666589864	0.0000000000	0.0402643559	0.0000000000	0.0402643559	0.5012368433	0.0810589509
103	1.0300000000	0.5012368433	0.0810589509	0.4987631567	0.5012368433	0.4987631567	0.5012368433	0.0000000000	0.0406297327	0.0983974951	-0.0983974951	0.0000000000	0.0396457577	0.0000000000	0.0396457577	0.5016333009	0.0800749759
104	1.0400000000	0.5016333009	0.0800749759	0.4983666991	0.5016333009	0.4983666991	0.5016333009	0.0000000000	0.0401682745	0.1296232878	-0.1296232878	0.0000000000	0.0388720416	0.0000000000	0.0388720416	0.5020220213	0.0787787431
105	1.0500000000	0.5020220213	0.0787787431	0.4979779787	0.5020220213	0.4979779787	0.5020220213	0.0000000000	0.0395486638	0.1602154891	-0.1602154891	0.0000000000	0.0379465089	0.0000000000	0.0379465089	0.5024014864	0.0771765882
106	1.0600000000	0.5024014864	0.0771765882	0.4975985136	0.5024014864	0.4975985136	0.5024014864	0.0000000000	0.0387736326	0.1900561747	-0.1900561747	0.0000000000	0.0368730709	0.0000000000	0.0368730709	0.5027702171	0.0752760264
107	1.0700000000	0.5027702171	0.0752760264	0.4972297829	0.5027702171	0.4972297829	0.5027702171	0.0000000000	0.0378465442	0.2190308200	-0.2190308200	0.0000000000	0.0356562360	0.0000000000	0.0356562360	0.5031267795	0.0730857182
108	1.0800000000	0.5031267795	0.0730857182	0.4968732205	0.5031267795	0.4968732205	0.5031267795	0.0000000000	0.0367713820	0.2470287349	-0.2470287349	0.0000000000	0.0343010947	0.0000000000	0.0343010947	0.5034697904	0.0706154309
109	1.0900000000	0.5034697904	0.0706154309	0.4965302096	0.5034697904	0.4965302096	0.5034697904	0.0000000000	0.0355527362	0.2739434807	-0.2739434807	0.0000000000	0.0328133014	0.0000000000	0.0328133014	0.5037979234	0.0678759961
110	1.1000000000	0.5037979234	0.0678759961	0.4962020766	0.5037979234	0.4962020766	0.5037979234	0.0000000000	0.0341957859	0.2996732711	-0.2996732711	0.0000000000	0.0311990532	0.0000000000	0.0311990532	0.5041099140	0.0648792634
111	1.1100000000	0.5041099140	0.0648792634	0.4958900860	0.5041099140	0.4958900860	0.5041099140	0.0000000000	0.0327062799	0.3241213522	-0.3241213522	0.0000000000	0.0294650664	0.0000000000	0.0294650664	0.5044045646	0.0616380498
112	1.1200000000	0.5044045646	0.0616380498	0.4955954354	0.5044045646	0.4955954354	0.5044045646	0.0000000000	0.0310905137	0.3471963634	-0.3471963634	0.0000000000	0.0276185501	0.0000000000	0.0276185501	0.5046807501	0.0581660862
113	1.1300000000	0.5046807501	0.0581660862	0.4953192499	0.5046807501	0.4953192499	0.5046807501	0.0000000000	0.0293553040	0.3688126756	-0.3688126756	0.0000000000	0.0256671773	0.0000000000	0.0256671773	0.5049374219	0.0544779595
114	1.1400000000	0.5049374219	0.0544779595	0.4950625781	0.5049374219	0.4950625781	0.5049374219	0.0000000000	0.0275079604	0.3888907060	-0.3888907060	0.0000000000	0.0236190533	0.0000000000	0.0236190533	0.5051736124	0.0505890524
115	1.1500000000	0.5051736124	0.0505890524	0.4948263876	0.5051736124	0.4948263876	0.5051736124	0.0000000000	0.0255562543	0.4073572092	-0.4073572092	0.0000000000	0.0214826823	0.0000000000	0.0214826823	0.5053884393	0.0465154803
116	1.1600000000	0.5053884393	0.0465154803	0.4946115607	0.5053884393	0.4946115607	0.5053884393	0.0000000000	0.0235083860	0.4241455425	-0.4241455425	0.0000000000	0.0192669306	0.0000000000	0.0192669306	0.5055811086	0.0422740249
117	1.1700000000	0.5055811086	0.0422740249	0.4944188914	0.5055811086	0.4944188914	0.5055811086	0.0000000000	0.0213729484	0.4391959052	-0.4391959052	0.0000000000	0.0169809893	0.0000000000	0.0169809893	0.5057509184	0.0378820658
118	1.1800000000	0.5057509184	0.0378820658	0.4942490816	0.5057509184	0.4942490816	0.5057509184	0.0000000000	0.0191588896	0.4524555499	-0.4524555499	0.0000000000	0.0146343341	0.0000000000	0.0146343341	0.5058972618	0.0333575103
119	1.1900000000	0.5058972618	0.0333575103	0.4941027382	0.5058972618	0.4941027382	0.5058972618	0.0000000000	0.0168754731	0.4638789667	-0.4638789667	0.0000000000	0.0122366835	0.0000000000	0.0122366835	0.5060196286	0.0287187207
120	1.2000000000	0.5060196286	0.0287187207	0.4939803714	0.5060196286	0.4939803714	0.5060196286	0.0000000000	0.0145322364	0.4734280380	-0.4734280380	0.0000000000	0.0097979560	0.0000000000	0.0097979560	0.5061176082	0.0239844403
121	1.2100000000	0.5061176082	0.0239844403	0.4938823918	0.5061176082	0.4938823918	0.5061176082	0.0000000000	0.0121389475	0.4810721643	-0.4810721643	0.0000000000	0.0073282259	0.0000000000	0.0073282259	0.5061908904	0.0191737186
122	1.2200000000	0.5061908904	0.0191737186	0.4938091096	0.5061908904	0.4938091096	0.5061908904	0.0000000000	0.0097055617	0.4867883607	-0.4867883607	0.0000000000	0.0048376781	0.0000000000	0.0048376781	0.5062392672	0.0143058350
123	1.2300000000	0.5062392672	0.0143058350	0.4937607328	0.5062392672	0.4937607328	0.5062392672	0.0000000000	0.0072421754	0.4905613222	-0.4905613222	0.0000000000	0.0023365622	0.0000000000	0.0023365622	0.5062626328	0.0094002218
124	1.2400000000	0.5062626328	0.0094002218	0.4937373672	0.5062626328	0.4937373672	0.5062626328	0.0000000000	0.0047589810	0.4923834602	-0.4923834602	0.0000000000	-0.0001648536	0.0000000000	-0.0001648536	0.5062609843	0.0044763872
125	1.2500000000	0.5062609843	0.0044763872	0.4937390157	0.5062609843	0.4937390157	0.5062609843	0.0000000000	0.0022662202	0.4922549072	-0.4922549072	0.0000000000	-0.0026563289	0.0000000000	-0.0026563289	0.5062344210	-0.0004461619
126	1.2600000000	0.5062344210	-0.0004461619	0.4937655790	0.5062344210	0.4937655790	0.5062344210	0.0000000000	-0.0002258625	0.4901834922	-0.4901834922	0.0000000000	-0.0051276974	0.0000000000	-0.0051276974	0.5061831440	-0.0053479968
127	1.2700000000	0.5061831440	-0.0053479968	0.4938168560	0.5061831440	0.4938168560	0.5061831440	0.0000000000	-0.0027070658	0.4861846851	-0.4861846851	0.0000000000	-0.0075689127	0.0000000000	-0.0075689127	0.5061074549	-0.0102098436
128	1.2800000000	0.5061074549	-0.0102098436	0.4938925451	0.5061074549	0.4938925451	0.5061074549	0.0000000000	-0.0051672780	0.4802815115	-0.4802815115	0.0000000000	-0.0099700931	0.0000000000	-0.0099700931	0.5060077540	-0.0150126588
129	1.2900000000	0.5060077540	-0.0150126588	0.4939922460	0.5060077540	0.4939922460	0.5060077540	0.0000000000	-0.0075965217	0.4725044378	-0.4725044378	0.0000000000	-0.0123215661	0.0000000000	-0.0123215661	0.5058845383	-0.0197377031
130	1.3000000000	0.5058845383	-0.0197377031	0.4941154617	0.5058845383	0.4941154617	0.5058845383	0.0000000000	-0.0099849988	0.4628912267	-0.4628912267	0.0000000000	-0.0146139111	0.0000000000	-0.0146139111	0.5057383992	-0.0243666154
131	1.3100000000	0.5057383992	-0.0243666154	0.4942616008	0.5057383992	0.4942616008	0.5057383992	0.0000000000	-0.0123231331	0.4514867650	-0.4514867650	0.0000000000	-0.0168380007	0.0000000000	-0.0168380007	0.5055700192	-0.0288814831
132	1.3200000000	0.5055700192	-0.0288814831	0.4944299808	0.5055700192	0.4944299808	0.5055700192	0.0000000000	-0.0146016119	0.4383428624	-0.4383428624	0.0000000000	-0.0189850406	0.0000000000	-0.0189850406	0.5053801688	-0.0332649117
133	1.3300000000	0.5053801688	-0.0332649117	0.4946198312	0.5053801688	0.4946198312	0.5053801688	0.0000000000	-0.0168114267	0.4235180245	-0.4235180245	0.0000000000	-0.0210466069	0.0000000000	-0.0210466069	0.5051697027	-0.0375000919
134	1.3400000000	0.5051697027	-0.0375000919	0.4948302973	0.5051697027	0.4948302973	0.5051697027	0.0000000000	-0.0189439103	0.4070771986	-0.4070771986	0.0000000000	-0.0230146823	0.0000000000	-0.0230146823	0.5049395559	-0.0415708639
135	1.3500000000	0.5049395559	-0.0415708639	0.4950604441	0.5049395559	0.4950604441	0.5049395559	0.0000000000	-0.0209907736	0.3890914953	-0.3890914953	0.0000000000	-0.0248816885	0.0000000000	-0.0248816885	0.5046907390	-0.0454617789
136	1.3600000000	0.5046907390	-0.0454617789	0.4953092610	0.5046907390	0.4953092610	0.5046907390	0.0000000000	-0.0229441388	0.3696378859	-0.3696378859	0.0000000000	-0.0266405176	0.0000000000	-0.0266405176	0.5044243339	-0.0491581577
137	1.3700000000	0.5044243339	-0.0491581577	0.4955756661	0.5044243339	0.4955756661	0.5044243339	0.0000000000	-0.0247965710	0.3487988770	-0.3487988770	0.0000000000	-0.0282845597	0.0000000000	-0.0282845597	0.5041414883	-0.0526461465
138	1.3800000000	0.5041414883	-0.0526461465	0.4958585117	0.5041414883	0.4958585117	0.5041414883	0.0000000000	-0.0265411066	0.3266621642	-0.3266621642	0.0000000000	-0.0298077283	0.0000000000	-0.0298077283	0.5038434110	-0.0559127681
139	1.3900000000	0.5038434110	-0.0559127681	0.4961565890	0.5038434110	0.4961565890	0.5038434110	0.0000000000	-0.0281712798	0.3033202657	-0.3033202657	0.0000000000	-0.0312044825	0.0000000000	-0.0312044825	0.5035313661	-0.0589459708
140	1.4000000000	0.5035313661	-0.0589459708	0.4964686339	0.5035313661	0.4964686339	0.5035313661	0.0000000000	-0.0296811452	0.2788701377	-0.2788701377	0.0000000000	-0.0324698466	0.0000000000	-0.0324698466	0.5032066677	-0.0617346722
141	1.4100000000	0.5032066677	-0.0617346722	0.4967933323	0.5032066677	0.4967933323	0.5032066677	0.0000000000	-0.0310652987	0.2534127730	-0.2534127730	0.0000000000	-0.0335994264	0.0000000000	-0.0335994264	0.5028706734	-0.0642687999
142	1.4200000000	0.5028706734	-0.0642687999	0.4971293266	0.5028706734	0.4971293266	0.5028706734	0.0000000000	-0.0323188947	0.2270527847	-0.2270527847	0.0000000000	-0.0345894225	0.0000000000	-0.0345894225	0.5025247792	-0.0665393277
143	1.4300000000	0.5025247792	-0.0665393277	0.4974752208	0.5025247792	0.4974752208	0.5025247792	0.0000000000	-0.0334376610	0.1998979765	-0.1998979765	0.0000000000	-0.0354366407	0.0000000000	-0.0354366407	0.5021704128	-0.0685383075
144	1.4400000000	0.5021704128	-0.0685383075	0.4978295872	0.5021704128	0.4978295872	0.5021704128	0.0000000000	-0.0344179102	0.1720589015	-0.1720589015	0.0000000000	-0.0361384992	0.0000000000	-0.0361384992	0.5018090278	-0.0702588965
145	1.4500000000	0.5018090278	-0.0702588965	0.4981909722	0.5018090278	0.4981909722	0.5018090278	0.0000000000	-0.0352565486	0.1436484113	-0.1436484113	0.0000000000	-0.0366930327	0.0000000000	-0.0366930327	0.5014420975	-0.0716953806
146	1.4600000000	0.5014420975	-0.0716953806	0.4985579025	0.5014420975	0.4985579025	0.5014420975	0.0000000000	-0.0359510820	0.1147811971	-0.1147811971	0.0000000000	-0.0370988940	0.0000000000	-0.0370988940	0.5010711085	-0.0728431926
147	1.4700000000	0.5010711085	-0.0728431926	0.4989288915	0.5010711085	0.4989288915	0.5010711085	0.0000000000	-0.0364996193	0.0855733257	-0.0855733257	0.0000000000	-0.0373553525	0.0000000000	-0.0373553525	0.5006975550	-0.0736989259
148	1.4800000000	0.5006975550	-0.0736989259	0.4993024450	0.5006975550	0.4993024450	0.5006975550	0.0000000000	-0.0369008720	0.0561417703	-0.0561417703	0.0000000000	-0.0374622897	0.0000000000	-0.0374622897	0.5003229321	-0.0742603436
149	1.4900000000	0.5003229321	-0.0742603436	0.4996770679	0.5003229321	0.4996770679	0.5003229321	0.0000000000	-0.0371541528	0.0266039405	-0.0266039405	0.0000000000	-0.0374201922	0.0000000000	-0.0374201922	0.4999487302	-0.0745263830
150	1.5000000000	0.4999487302	-0.0745263830	0.5000512698	0.4999487302	0.5000512698	0.4999487302	0.0000000000	-0.0372593705	-0.0029227887	0.0029227887	0.0000000000	-0.0372301426	0.0000000000	-0.0372301426	0.4995764288	-0.0744971551
151	1.5100000000	0.4995764288	-0.0744971551	0.5004235712	0.4995764288	0.5004235712	0.4995764288	0.0000000000	-0.0372170227	-0.0323215457	0.0323215457	0.0000000000	-0.0368938072	0.0000000000	-0.0368938072	0.4992074907	-0.0741739396
152	1.5200000000	0.4992074907	-0.0741739396	0.5007925093	0.4992074907	0.5007925093	0.4992074907	0.0000000000	-0.0370281863	-0.0614764266	0.0614764266	0.0000000000	-0.0364134220	0.0000000000	-0.0364134220	0.4988433565	-0.0735591754
153	1.5300000000	0.4988433565	-0.0735591754	0.5011566435	0.4988433565	0.5011566435	0.4988433565	0.0000000000	-0.0366945059	-0.0902729552	0.0902729552	0.0000000000	-0.0357917764	-0.0000000000	-0.0357917764	0.4984854387	-0.0726564458
154	1.5400000000	0.4984854387	-0.0726564458	0.5015145613	0.4984854387	0.5015145613	0.4984854387	0.0000000000	-0.0362181803	-0.1185985343	0.1185985343	0.0000000000	-0.0350321949	-0.0000000000	-0.0350321949	0.4981351168	-0.0714704605
155	1.5500000000	0.4981351168	-0.0714704605	0.5018648832	0.4981351168	0.5018648832	0.4981351168	0.0000000000	-0.0356019462	-0.1463428878	0.1463428878	0.0000000000	-0.0341385173	0.0000000000	-0.0341385173	0.4977937316	-0.0700070316
156	1.5600000000	0.4977937316	-0.0700070316	0.5022062684	0.4977937316	0.5022062684	0.4977937316	0.0000000000	-0.0348490615	-0.1733984917	0.1733984917	0.0000000000	-0.0331150766	0.0000000000	-0.0331150766	0.4974625808	-0.0682730467
157	1.5700000000	0.4974625808	-0.0682730467	0.5025374192	0.4974625808	0.5025374192	0.4974625808	0.0000000000	-0.0339632860	-0.1996609924	0.1996609924	0.0000000000	-0.0319666761	0.0000000000	-0.0319666761	0.4971429141	-0.0662764367
158	1.5800000000	0.4971429141	-0.0662764367	0.5028570859	0.4971429141	0.5028570859	0.4971429141	0.0000000000	-0.0329488609	-0.2250296098	0.2250296098	0.0000000000	-0.0306985648	0.0000000000	-0.0306985648	0.4968359284	-0.0640261407
159	1.5900000000	0.4968359284	-0.0640261407	0.5031640716	0.4968359284	0.5031640716	0.4968359284	0.0000000000	-0.0318104870	-0.2494075246	0.2494075246	0.0000000000	-0.0293164118	0.0000000000	-0.0293164118	0.4965427643	-0.0615320654
160	1.6000000000	0.4965427643	-0.0615320654	0.5034572357	0.4965427643	0.5034572357	0.4965427643	0.0000000000	-0.0305533018	-0.2727022479	0.2727022479	0.0000000000	-0.0278262794	0.0000000000	-0.0278262794	0.4962645015	-0.0588050429
161	1.6100000000	0.4962645015	-0.0588050429	0.5037354985	0.4962645015	0.5037354985	0.4962645015	0.0000000000	-0.0291828553	-0.2948259713	0.2948259713	0.0000000000	-0.0262345956	-0.0000000000	-0.0262345956	0.4960021555	-0.0558567832
162	1.6200000000	0.4960021555	-0.0558567832	0.5039978445	0.4960021555	0.5039978445	0.4960021555	0.0000000000	-0.0277050849	-0.3156958968	0.3156958968	0.0000000000	-0.0245481259	0.0000000000	-0.0245481259	0.4957566743	-0.0526998242
163	1.6300000000	0.4957566743	-0.0526998242	0.5042433257	0.4957566743	0.5042433257	0.4957566743	0.0000000000	-0.0261262896	-0.3352345451	0.3352345451	0.0000000000	-0.0227739442	0.0000000000	-0.0227739442	0.4955289348	-0.0493474788
164	1.6400000000	0.4955289348	-0.0493474788	0.5044710652	0.4955289348	0.5044710652	0.4955289348	0.0000000000	-0.0244531036	-0.3533700403	0.3533700403	0.0000000000	-0.0209194032	0.0000000000	-0.0209194032	0.4953197408	-0.0458137784
165	1.6500000000	0.4953197408	-0.0458137784	0.5046802592	0.4953197408	0.5046802592	0.4953197408	0.0000000000	-0.0226924688	-0.3700363715	0.3700363715	0.0000000000	-0.0189921051	0.0000000000	-0.0189921051	0.4951298198	-0.0421134147
166	1.6600000000	0.4951298198	-0.0421134147	0.5048701802	0.4951298198	0.5048701802	0.4951298198	0.0000000000	-0.0208516074	-0.3851736292	0.3851736292	0.0000000000	-0.0169998711	0.0000000000	-0.0169998711	0.4949598210	-0.0382616784
167	1.6700000000	0.4949598210	-0.0382616784	0.5050401790	0.4949598210	0.5050401790	0.4949598210	0.0000000000	-0.0189379935	-0.3987282160	0.3987282160	0.0000000000	-0.0149507113	0.0000000000	-0.0149507113	0.4948103139	-0.0342743962
168	1.6800000000	0.4948103139	-0.0342743962	0.5051896861	0.4948103139	0.5051896861	0.4948103139	0.0000000000	-0.0169593248	-0.4106530309	0.4106530309	0.0000000000	-0.0128527944	0.0000000000	-0.0128527944	0.4946817860	-0.0301678659
169	1.6900000000	0.4946817860	-0.0301678659	0.5053182140	0.4946817860	0.5053182140	0.4946817860	0.0000000000	-0.0149234938	-0.4209076269	0.4209076269	0.0000000000	-0.0107144175	0.0000000000	-0.0107144175	0.4945746418	-0.0259587896
170	1.7000000000	0.4945746418	-0.0259587896	0.5054253582	0.4945746418	0.5054253582	0.4945746418	0.0000000000	-0.0128385591	-0.4294583410	0.4294583410	0.0000000000	-0.0085439757	0.0000000000	-0.0085439757	0.4944892021	-0.0216642062
171	1.7100000000	0.4944892021	-0.0216642062	0.5055107979	0.4944892021	0.5055107979	0.4944892021	0.0000000000	-0.0107127161	-0.4362783963	0.4362783963	0.0000000000	-0.0063499321	0.0000000000	-0.0063499321	0.4944257027	-0.0173014223
172	1.7200000000	0.4944257027	-0.0173014223	0.5055742973	0.4944257027	0.5055742973	0.4944257027	0.0000000000	-0.0085542679	-0.4413479765	0.4413479765	0.0000000000	-0.0041407881	0.0000000000	-0.0041407881	0.4943842948	-0.0128879425
173	1.7300000000	0.4943842948	-0.0128879425	0.5056157052	0.4943842948	0.5056157052	0.4943842948	0.0000000000	-0.0063715964	-0.4446542723	0.4446542723	0.0000000000	-0.0019250536	-0.0000000000	-0.0019250536	0.4943650443	-0.0084413998
174	1.7400000000	0.4943650443	-0.0084413998	0.5056349557	0.4943650443	0.5056349557	0.4943650443	0.0000000000	-0.0041731330	-0.4461914990	0.4461914990	0.0000000000	0.0002887820	0.0000000000	0.0002887820	0.4943679321	-0.0039794848
175	1.7500000000	0.4943679321	-0.0039794848	0.5056320679	0.4943679321	0.5056320679	0.4943679321	0.0000000000	-0.0019673297	-0.4459608869	0.4459608869	0.0000000000	0.0024922792	0.0000000000	0.0024922792	0.4943928549	0.0004801241
176	1.7600000000	0.4943928549	0.0004801241	0.5056071451	0.4943928549	0.5056071451	0.4943928549	0.0000000000	0.0002373699	-0.4439706437	0.4439706437	0.0000000000	0.0046770763	0.0000000000	0.0046770763	0.4944396257	0.0049198305
177	1.7700000000	0.4944396257	0.0049198305	0.5055603743	0.4944396257	0.5055603743	0.4944396257	0.0000000000	0.0024325592	-0.4402358896	0.4402358896	0.0000000000	0.0068349181	0.0000000000	0.0068349181	0.4945079749	0.0093221894
178	1.7800000000	0.4945079749	0.0093221894	0.5054920251	0.4945079749	0.5054920251	0.4945079749	0.0000000000	0.0046098970	-0.4347785651	0.4347785651	0.0000000000	0.0089576827	0.0000000000	0.0089576827	0.4945975517	0.0136699751
179	1.7900000000	0.4945975517	0.0136699751	0.5054024483	0.4945975517	0.5054024483	0.4945975517	0.0000000000	0.0067611362	-0.4276273127	0.4276273127	0.0000000000	0.0110374093	0.0000000000	0.0110374093	0.4947079258	0.0179462482
180	1.8000000000	0.4947079258	0.0179462482	0.5052920742	0.4947079258	0.5052920742	0.4947079258	0.0000000000	0.0088781512	-0.4188173327	0.4188173327	0.0000000000	0.0130663245	0.0000000000	0.0130663245	0.4948385890	0.0221344215
181	1.8100000000	0.4948385890	0.0221344215	0.5051614110	0.4948385890	0.5051614110	0.4948385890	0.0000000000	0.0109529659	-0.4083902141	0.4083902141	0.0000000000	0.0150368681	0.0000000000	0.0150368681	0.4949889577	0.0262183237
182	1.8200000000	0.4949889577	0.0262183237	0.5050110423	0.4949889577	0.5050110423	0.4949889577	0.0000000000	0.0129777807	-0.3963937416	0.3963937416	0.0000000000	0.0169417181	0.0000000000	0.0169417181	0.4951583749	0.0301822611
183	1.8300000000	0.4951583749	0.0301822611	0.5048416251	0.4951583749	0.5048416251	0.4951583749	0.0000000000	0.0149449993	-0.3828816781	0.3828816781	0.0000000000	0.0187738161	0.0000000000	0.0187738161	0.4953461131	0.0340110779
184	1.8400000000	0.4953461131	0.0340110779	0.5046538869	0.4953461131	0.5046538869	0.4953461131	0.0000000000	0.0168472552	-0.3679135267	0.3679135267	0.0000000000	0.0205263905	0.0000000000	0.0205263905	0.4955513770	0.0376902131
185	1.8500000000	0.4955513770	0.0376902131	0.5044486230	0.4955513770	0.5044486230	0.4955513770	0.0000000000	0.0186774370	-0.3515542701	0.3515542701	0.0000000000	0.0221929797	0.0000000000	0.0221929797	0.4957733068	0.0412057558
186	1.8600000000	0.4957733068	0.0412057558	0.5042266932	0.4957733068	0.5042266932	0.4957733068	0.0000000000	0.0204287138	-0.3338740908	0.3338740908	0.0000000000	0.0237674547	0.0000000000	0.0237674547	0.4960109813	0.0445444967
187	1.8700000000	0.4960109813	0.0445444967	0.5039890187	0.4960109813	0.5039890187	0.4960109813	0.0000000000	0.0220945595	-0.3149480718	0.3149480718	0.0000000000	0.0252440403	0.0000000000	0.0252440403	0.4962634217	0.0476939774
188	1.8800000000	0.4962634217	0.0476939774	0.5037365783	0.4962634217	0.5037365783	0.4962634217	0.0000000000	0.0236687764	-0.2948558802	0.2948558802	0.0000000000	0.0266173352	0.0000000000	0.0266173352	0.4965295951	0.0506425362
189	1.8900000000	0.4965295951	0.0506425362	0.5034704049	0.4965295951	0.5034704049	0.4965295951	0.0000000000	0.0251455180	-0.2736814348	0.2736814348	0.0000000000	0.0278823324	0.0000000000	0.0278823324	0.4968084184	0.0533793506
190	1.9000000000	0.4968084184	0.0533793506	0.5031915816	0.4968084184	0.5031915816	0.4968084184	0.0000000000	0.0265193107	-0.2515125576	0.2515125576	0.0000000000	0.0290344363	0.0000000000	0.0290344363	0.4970987627	0.0558944762
191	1.9100000000	0.4970987627	0.0558944762	0.5029012373	0.4970987627	0.5029012373	0.4970987627	0.0000000000	0.0277850749	-0.2284406136	0.2284406136	0.0000000000	0.0300694811	-0.0000000000	0.0300694811	0.4973994576	0.0581788823
192	1.9200000000	0.4973994576	0.0581788823	0.5026005424	0.4973994576	0.5026005424	0.4973994576	0.0000000000	0.0289381445	-0.2045601371	0.2045601371	0.0000000000	0.0309837459	0.0000000000	0.0309837459	0.4977092950	0.0602244837
193	1.9300000000	0.4977092950	0.0602244837	0.5022907050	0.4977092950	0.5022907050	0.4977092950	0.0000000000	0.0299742853	-0.1799684485	0.1799684485	0.0000000000	0.0317739698	0.0000000000	0.0317739698	0.4980270347	0.0620241682
194	1.9400000000	0.4980270347	0.0620241682	0.5019729653	0.4980270347	0.5019729653	0.4980270347	0.0000000000	0.0308897125	-0.1547652613	0.1547652613	0.0000000000	0.0324373652	0.0000000000	0.0324373652	0.4983514084	0.0635718208
195	1.9500000000	0.4983514084	0.0635718208	0.5016485916	0.4983514084	0.5016485916	0.4983514084	0.0000000000	0.0316811064	-0.1290522828	0.1290522828	0.0000000000	0.0329716292	0.0000000000	0.0329716292	0.4986811247	0.0648623436
196	1.9600000000	0.4986811247	0.0648623436	0.5013188753	0.4986811247	0.5013188753	0.4986811247	0.0000000000	0.0323456265	-0.1029328071	0.1029328071	0.0000000000	0.0333749545	0.0000000000	0.0333749545	0.4990148742	0.0658916717
197	1.9700000000	0.4990148742	0.0658916717	0.5009851258	0.4990148742	0.5009851258	0.4990148742	0.0000000000	0.0328809243	-0.0765113059	0.0765113059	0.0000000000	0.0336460373	0.0000000000	0.0336460373	0.4993513346	0.0666567847
